address,lat,lon
588 MILWAUKEE AVE BURLINGTON WI 53105,42.68183,-88.27524
126 CHAPEL TER BURLINGTON WI 53105,42.67805,-88.26381
32288 BUSHNELL RD BURLINGTON WI 53105,42.67482,-88.2666
6919 MCHENRY ST BURLINGTON WI 53105,42.64322,-88.28607
4110 S BEAUMONT AVE KANSASVILLE WI 53139,42.68472,-88.11087
300 W SPRING ST ROCHESTER WI 53167,42.74273,-88.22721
2801 89TH ST STURTEVANT WI 53177,42.7009,-87.8934
415 N MILWAUKEE ST WATERFORD WI 53185,42.76786,-88.20571
123 N RIVER ST WATERFORD WI 53185,42.76407,-88.21355
6419 HEG PARK RD WIND LAKE WI 53185,42.80558,-88.17068
3615 HENNEPIN PL RACINE WI 53402,42.76418,-87.77884
915 ROMAYNE AVE RACINE WI 53402,42.75104,-87.79147
2221 DOUGLAS AVE RACINE WI 53402,42.7496,-87.79772
4050 LIGHTHOUSE DR RACINE WI 53402,42.7742,-87.77551
2701 DREXEL AVE RACINE WI 53403,42.69965,-87.81183
601 CARON BUTLER DR RACINE WI 53403,42.70393,-87.78772
2301 12TH ST RACINE WI 53403,42.71837,-87.80699
5 5TH ST RACINE WI 53403,42.72863,-87.78094
3601 LA SALLE ST RACINE WI 53403,42.76426,-87.79173
930 DR MARTIN LUTHER KING DR RACINE WI 53404,42.73185,-87.79528
1134 DR MARTIN LUTHER KING DR RACINE WI 53404,42.73496,-87.79642
2330 NORTHWESTERN AVE RACINE WI 53404,42.74134,-87.80764
1516 OHIO ST RACINE WI 53405,42.71336,-87.83748
2200 BLAINE AVE RACINE WI 53405,42.70278,-87.8204
322 OHIO ST RACINE WI 53405,42.72836,-87.839
2701 17TH ST RACINE WI 53405,42.7102,-87.81215
3131 TAYLOR AVE RACINE WI 53405,42.69392,-87.81782
13207 COUNTY ROAD G CALEDONIA WI 53108,42.80739,-87.94669
2255 76TH ST FRANKSVILLE WI 53126,42.80494,-88.01315
10402 NORTHWESTERN AVE FRANKSVILLE WI 53126,42.75958,-87.91168
9614 COUNTY ROAD K FRANKSVILLE WI 53126,42.75638,-87.90327
925 15TH AVE UNION GROVE WI 53182,42.68059,-88.05132
4605 ERIE ST RACINE WI 53402,42.77866,-87.78496
5043 CHESTER LN RACINE WI 53402,42.7872,-87.80499
4340 6 MILE RD RACINE WI 53402,42.81449,-87.83206
3350 LATHROP AVE ELMWOOD PARK WI 53405,42.69057,-87.82658
3626 HIGHWAY 31 RACINE WI 53406,42.76478,-87.83801
3015 PRITCHARD DR RACINE WI 53406,42.6963,-87.83861
1325 AIRLINE RD RACINE WI 53406,42.73847,-87.87446
8811 CAMPUS DRIVE MOUNT PLEASANT WI 53406,42.72579,-87.89324
1700 S GREEN BAY RD RACINE WI 53406,42.71144,-87.85009
